, 0.000000000E+00, 0.101010101E-02, 0.202020202E-02, 0.303030303E-02, 0.404040404E-02, 0.505050505E-02, 0.606060606E-02, 0.707070707E-02, 0.808080808E-02, 0.909090909E-02, 0.101010101E-01, 0.111111111E-01, 0.121212121E-01, 0.131313131E-01, 0.141414141E-01, 0.151515152E-01, 0.161616162E-01, 0.171717172E-01, 0.181818182E-01, 0.191919192E-01, 0.202020202E-01, 0.212121212E-01, 0.222222222E-01, 0.232323232E-01, 0.242424242E-01, 0.252525253E-01, 0.262626263E-01, 0.272727273E-01, 0.282828283E-01, 0.292929293E-01, 0.303030303E-01, 0.313131313E-01, 0.323232323E-01, 0.333333333E-01, 0.343434343E-01, 0.353535354E-01, 0.363636364E-01, 0.373737374E-01, 0.383838384E-01, 0.393939394E-01, 0.404040404E-01, 0.414141414E-01, 0.424242424E-01, 0.434343434E-01, 0.444444444E-01, 0.454545455E-01, 0.464646465E-01, 0.474747475E-01, 0.484848485E-01, 0.494949495E-01, 0.505050505E-01, 0.515151515E-01, 0.525252525E-01, 0.535353535E-01, 0.545454545E-01, 0.555555556E-01, 0.565656566E-01, 0.575757576E-01, 0.585858586E-01, 0.595959596E-01, 0.606060606E-01, 0.616161616E-01, 0.626262626E-01, 0.636363636E-01, 0.646464646E-01, 0.656565657E-01, 0.666666667E-01, 0.676767677E-01, 0.686868687E-01, 0.696969697E-01, 0.707070707E-01, 0.717171717E-01, 0.727272727E-01, 0.737373737E-01, 0.747474747E-01, 0.757575758E-01, 0.767676768E-01, 0.777777778E-01, 0.787878788E-01, 0.797979798E-01, 0.808080808E-01, 0.818181818E-01, 0.828282828E-01, 0.838383838E-01, 0.848484848E-01, 0.858585859E-01, 0.868686869E-01, 0.878787879E-01, 0.888888889E-01, 0.898989899E-01, 0.909090909E-01, 0.919191919E-01, 0.929292929E-01, 0.939393939E-01, 0.949494949E-01, 0.959595960E-01, 0.969696970E-01, 0.979797980E-01, 0.989898990E-01, 0.100000000E+00,
 0.900000000E+01, 0.249503712E+06, 0.245411071E+06, 0.240074077E+06, 0.234878181E+06, 0.229820328E+06, 0.224897546E+06, 0.220106942E+06, 0.215445700E+06, 0.210911081E+06, 0.206500419E+06, 0.202211122E+06, 0.198040670E+06, 0.193986611E+06, 0.190046562E+06, 0.186218209E+06, 0.182499300E+06, 0.178887651E+06, 0.175381138E+06, 0.171977700E+06, 0.168675338E+06, 0.165472111E+06, 0.162366136E+06, 0.159355587E+06, 0.156438695E+06, 0.153613746E+06, 0.150879079E+06, 0.148233087E+06, 0.145674216E+06, 0.143200961E+06, 0.140811869E+06, 0.138505535E+06, 0.136280604E+06, 0.134135768E+06, 0.132069768E+06, 0.130081387E+06, 0.128169459E+06, 0.126332859E+06, 0.124570508E+06, 0.122881370E+06, 0.121264452E+06, 0.119718804E+06, 0.118243518E+06, 0.116837727E+06, 0.115500603E+06, 0.114231363E+06, 0.113029258E+06, 0.111893584E+06, 0.110823672E+06, 0.109818894E+06, 0.108878659E+06, 0.108002415E+06, 0.107189646E+06, 0.106439876E+06, 0.105752662E+06, 0.105127602E+06, 0.104564328E+06, 0.104062509E+06, 0.103621850E+06, 0.103242092E+06, 0.102923011E+06, 0.102664422E+06, 0.102466170E+06, 0.102328140E+06, 0.102250251E+06, 0.102232457E+06, 0.102274747E+06, 0.102377147E+06, 0.102539716E+06, 0.102762550E+06, 0.103045780E+06, 0.103389573E+06, 0.103794130E+06, 0.104259690E+06, 0.104786525E+06, 0.105374946E+06, 0.106025298E+06, 0.106737964E+06, 0.107513362E+06, 0.108351949E+06, 0.109254217E+06, 0.110220695E+06, 0.111251954E+06, 0.112348597E+06, 0.113511271E+06, 0.114740658E+06, 0.116037481E+06, 0.117402501E+06, 0.118836522E+06, 0.120340386E+06, 0.121914977E+06, 0.123561221E+06, 0.125280084E+06, 0.127072577E+06, 0.128939754E+06, 0.130882712E+06, 0.132902593E+06, 0.135000584E+06, 0.137177917E+06, 0.139435874E+06, 0.141180454E+06,
 0.100000000E+02, 0.249503712E+06, 0.245411071E+06, 0.240074077E+06, 0.234878181E+06, 0.229820328E+06, 0.224897546E+06, 0.220106942E+06, 0.215445700E+06, 0.210911081E+06, 0.206500419E+06, 0.202211122E+06, 0.198040670E+06, 0.193986611E+06, 0.190046562E+06, 0.186218209E+06, 0.182499300E+06, 0.178887651E+06, 0.175381138E+06, 0.171977700E+06, 0.168675338E+06, 0.165472111E+06, 0.162366136E+06, 0.159355587E+06, 0.156438695E+06, 0.153613746E+06, 0.150879079E+06, 0.148233087E+06, 0.145674216E+06, 0.143200961E+06, 0.140811869E+06, 0.138505535E+06, 0.136280604E+06, 0.134135768E+06, 0.132069768E+06, 0.130081387E+06, 0.128169459E+06, 0.126332859E+06, 0.124570508E+06, 0.122881370E+06, 0.121264452E+06, 0.119718804E+06, 0.118243518E+06, 0.116837727E+06, 0.115500603E+06, 0.114231363E+06, 0.113029258E+06, 0.111893584E+06, 0.110823672E+06, 0.109818894E+06, 0.108878659E+06, 0.108002415E+06, 0.107189646E+06, 0.106439876E+06, 0.105752662E+06, 0.105127602E+06, 0.104564328E+06, 0.104062509E+06, 0.103621850E+06, 0.103242092E+06, 0.102923011E+06, 0.102664422E+06, 0.102466170E+06, 0.102328140E+06, 0.102250251E+06, 0.102232457E+06, 0.102274747E+06, 0.102377147E+06, 0.102539716E+06, 0.102762550E+06, 0.103045780E+06, 0.103389573E+06, 0.103794130E+06, 0.104259690E+06, 0.104786525E+06, 0.105374946E+06, 0.106025298E+06, 0.106737964E+06, 0.107513362E+06, 0.108351949E+06, 0.109254217E+06, 0.110220695E+06, 0.111251954E+06, 0.112348597E+06, 0.113511271E+06, 0.114740658E+06, 0.116037481E+06, 0.117402501E+06, 0.118836522E+06, 0.120340386E+06, 0.121914977E+06, 0.123561221E+06, 0.125280084E+06, 0.127072577E+06, 0.128939754E+06, 0.130882712E+06, 0.132902593E+06, 0.135000584E+06, 0.137177917E+06, 0.139435874E+06, 0.141180454E+06,
 0.110000000E+02, 0.249503712E+06, 0.245411071E+06, 0.240074077E+06, 0.234878181E+06, 0.229820328E+06, 0.224897546E+06, 0.220106942E+06, 0.215445700E+06, 0.210911081E+06, 0.206500419E+06, 0.202211122E+06, 0.198040670E+06, 0.193986611E+06, 0.190046562E+06, 0.186218209E+06, 0.182499300E+06, 0.178887651E+06, 0.175381138E+06, 0.171977700E+06, 0.168675338E+06, 0.165472111E+06, 0.162366136E+06, 0.159355587E+06, 0.156438695E+06, 0.153613746E+06, 0.150879079E+06, 0.148233087E+06, 0.145674216E+06, 0.143200961E+06, 0.140811869E+06, 0.138505535E+06, 0.136280604E+06, 0.134135768E+06, 0.132069768E+06, 0.130081387E+06, 0.128169459E+06, 0.126332859E+06, 0.124570508E+06, 0.122881370E+06, 0.121264452E+06, 0.119718804E+06, 0.118243518E+06, 0.116837727E+06, 0.115500603E+06, 0.114231363E+06, 0.113029258E+06, 0.111893584E+06, 0.110823672E+06, 0.109818894E+06, 0.108878659E+06, 0.108002415E+06, 0.107189646E+06, 0.106439876E+06, 0.105752662E+06, 0.105127602E+06, 0.104564328E+06, 0.104062509E+06, 0.103621850E+06, 0.103242092E+06, 0.102923011E+06, 0.102664422E+06, 0.102466170E+06, 0.102328140E+06, 0.102250251E+06, 0.102232457E+06, 0.102274747E+06, 0.102377147E+06, 0.102539716E+06, 0.102762550E+06, 0.103045780E+06, 0.103389573E+06, 0.103794130E+06, 0.104259690E+06, 0.104786525E+06, 0.105374946E+06, 0.106025298E+06, 0.106737964E+06, 0.107513362E+06, 0.108351949E+06, 0.109254217E+06, 0.110220695E+06, 0.111251954E+06, 0.112348597E+06, 0.113511271E+06, 0.114740658E+06, 0.116037481E+06, 0.117402501E+06, 0.118836522E+06, 0.120340386E+06, 0.121914977E+06, 0.123561221E+06, 0.125280084E+06, 0.127072577E+06, 0.128939754E+06, 0.130882712E+06, 0.132902593E+06, 0.135000584E+06, 0.137177917E+06, 0.139435874E+06, 0.141180454E+06,
 0.120000000E+02, 0.249503712E+06, 0.245411071E+06, 0.240074077E+06, 0.234878181E+06, 0.229820328E+06, 0.224897546E+06, 0.220106942E+06, 0.215445700E+06, 0.210911081E+06, 0.206500419E+06, 0.202211122E+06, 0.198040670E+06, 0.193986611E+06, 0.190046562E+06, 0.186218209E+06, 0.182499300E+06, 0.178887651E+06, 0.175381138E+06, 0.171977700E+06, 0.168675338E+06, 0.165472111E+06, 0.162366136E+06, 0.159355587E+06, 0.156438695E+06, 0.153613746E+06, 0.150879079E+06, 0.148233087E+06, 0.145674216E+06, 0.143200961E+06, 0.140811869E+06, 0.138505535E+06, 0.136280604E+06, 0.134135768E+06, 0.132069768E+06, 0.130081387E+06, 0.128169459E+06, 0.126332859E+06, 0.124570508E+06, 0.122881370E+06, 0.121264452E+06, 0.119718804E+06, 0.118243518E+06, 0.116837727E+06, 0.115500603E+06, 0.114231363E+06, 0.113029258E+06, 0.111893584E+06, 0.110823672E+06, 0.109818894E+06, 0.108878659E+06, 0.108002415E+06, 0.107189646E+06, 0.106439876E+06, 0.105752662E+06, 0.105127602E+06, 0.104564328E+06, 0.104062509E+06, 0.103621850E+06, 0.103242092E+06, 0.102923011E+06, 0.102664422E+06, 0.102466170E+06, 0.102328140E+06, 0.102250251E+06, 0.102232457E+06, 0.102274747E+06, 0.102377147E+06, 0.102539716E+06, 0.102762550E+06, 0.103045780E+06, 0.103389573E+06, 0.103794130E+06, 0.104259690E+06, 0.104786525E+06, 0.105374946E+06, 0.106025298E+06, 0.106737964E+06, 0.107513362E+06, 0.108351949E+06, 0.109254217E+06, 0.110220695E+06, 0.111251954E+06, 0.112348597E+06, 0.113511271E+06, 0.114740658E+06, 0.116037481E+06, 0.117402501E+06, 0.118836522E+06, 0.120340386E+06, 0.121914977E+06, 0.123561221E+06, 0.125280084E+06, 0.127072577E+06, 0.128939754E+06, 0.130882712E+06, 0.132902593E+06, 0.135000584E+06, 0.137177917E+06, 0.139435874E+06, 0.141180454E+06,
 0.130000000E+02, 0.249503712E+06, 0.245411071E+06, 0.240074077E+06, 0.234878181E+06, 0.229820328E+06, 0.224897546E+06, 0.220106942E+06, 0.215445700E+06, 0.210911081E+06, 0.206500419E+06, 0.202211122E+06, 0.198040670E+06, 0.193986611E+06, 0.190046562E+06, 0.186218209E+06, 0.182499300E+06, 0.178887651E+06, 0.175381138E+06, 0.171977700E+06, 0.168675338E+06, 0.165472111E+06, 0.162366136E+06, 0.159355587E+06, 0.156438695E+06, 0.153613746E+06, 0.150879079E+06, 0.148233087E+06, 0.145674216E+06, 0.143200961E+06, 0.140811869E+06, 0.138505535E+06, 0.136280604E+06, 0.134135768E+06, 0.132069768E+06, 0.130081387E+06, 0.128169459E+06, 0.126332859E+06, 0.124570508E+06, 0.122881370E+06, 0.121264452E+06, 0.119718804E+06, 0.118243518E+06, 0.116837727E+06, 0.115500603E+06, 0.114231363E+06, 0.113029258E+06, 0.111893584E+06, 0.110823672E+06, 0.109818894E+06, 0.108878659E+06, 0.108002415E+06, 0.107189646E+06, 0.106439876E+06, 0.105752662E+06, 0.105127602E+06, 0.104564328E+06, 0.104062509E+06, 0.103621850E+06, 0.103242092E+06, 0.102923011E+06, 0.102664422E+06, 0.102466170E+06, 0.102328140E+06, 0.102250251E+06, 0.102232457E+06, 0.102274747E+06, 0.102377147E+06, 0.102539716E+06, 0.102762550E+06, 0.103045780E+06, 0.103389573E+06, 0.103794130E+06, 0.104259690E+06, 0.104786525E+06, 0.105374946E+06, 0.106025298E+06, 0.106737964E+06, 0.107513362E+06, 0.108351949E+06, 0.109254217E+06, 0.110220695E+06, 0.111251954E+06, 0.112348597E+06, 0.113511271E+06, 0.114740658E+06, 0.116037481E+06, 0.117402501E+06, 0.118836522E+06, 0.120340386E+06, 0.121914977E+06, 0.123561221E+06, 0.125280084E+06, 0.127072577E+06, 0.128939754E+06, 0.130882712E+06, 0.132902593E+06, 0.135000584E+06, 0.137177917E+06, 0.139435874E+06, 0.141180454E+06,
 0.140000000E+02, 0.249503712E+06, 0.245411071E+06, 0.240074077E+06, 0.234878181E+06, 0.229820328E+06, 0.224897546E+06, 0.220106942E+06, 0.215445700E+06, 0.210911081E+06, 0.206500419E+06, 0.202211122E+06, 0.198040670E+06, 0.193986611E+06, 0.190046562E+06, 0.186218209E+06, 0.182499300E+06, 0.178887651E+06, 0.175381138E+06, 0.171977700E+06, 0.168675338E+06, 0.165472111E+06, 0.162366136E+06, 0.159355587E+06, 0.156438695E+06, 0.153613746E+06, 0.150879079E+06, 0.148233087E+06, 0.145674216E+06, 0.143200961E+06, 0.140811869E+06, 0.138505535E+06, 0.136280604E+06, 0.134135768E+06, 0.132069768E+06, 0.130081387E+06, 0.128169459E+06, 0.126332859E+06, 0.124570508E+06, 0.122881370E+06, 0.121264452E+06, 0.119718804E+06, 0.118243518E+06, 0.116837727E+06, 0.115500603E+06, 0.114231363E+06, 0.113029258E+06, 0.111893584E+06, 0.110823672E+06, 0.109818894E+06, 0.108878659E+06, 0.108002415E+06, 0.107189646E+06, 0.106439876E+06, 0.105752662E+06, 0.105127602E+06, 0.104564328E+06, 0.104062509E+06, 0.103621850E+06, 0.103242092E+06, 0.102923011E+06, 0.102664422E+06, 0.102466170E+06, 0.102328140E+06, 0.102250251E+06, 0.102232457E+06, 0.102274747E+06, 0.102377147E+06, 0.102539716E+06, 0.102762550E+06, 0.103045780E+06, 0.103389573E+06, 0.103794130E+06, 0.104259690E+06, 0.104786525E+06, 0.105374946E+06, 0.106025298E+06, 0.106737964E+06, 0.107513362E+06, 0.108351949E+06, 0.109254217E+06, 0.110220695E+06, 0.111251954E+06, 0.112348597E+06, 0.113511271E+06, 0.114740658E+06, 0.116037481E+06, 0.117402501E+06, 0.118836522E+06, 0.120340386E+06, 0.121914977E+06, 0.123561221E+06, 0.125280084E+06, 0.127072577E+06, 0.128939754E+06, 0.130882712E+06, 0.132902593E+06, 0.135000584E+06, 0.137177917E+06, 0.139435874E+06, 0.141180454E+06,
 0.150000000E+02, 0.249503712E+06, 0.245411071E+06, 0.240074077E+06, 0.234878181E+06, 0.229820328E+06, 0.224897546E+06, 0.220106942E+06, 0.215445700E+06, 0.210911081E+06, 0.206500419E+06, 0.202211122E+06, 0.198040670E+06, 0.193986611E+06, 0.190046562E+06, 0.186218209E+06, 0.182499300E+06, 0.178887651E+06, 0.175381138E+06, 0.171977700E+06, 0.168675338E+06, 0.165472111E+06, 0.162366136E+06, 0.159355587E+06, 0.156438695E+06, 0.153613746E+06, 0.150879079E+06, 0.148233087E+06, 0.145674216E+06, 0.143200961E+06, 0.140811869E+06, 0.138505535E+06, 0.136280604E+06, 0.134135768E+06, 0.132069768E+06, 0.130081387E+06, 0.128169459E+06, 0.126332859E+06, 0.124570508E+06, 0.122881370E+06, 0.121264452E+06, 0.119718804E+06, 0.118243518E+06, 0.116837727E+06, 0.115500603E+06, 0.114231363E+06, 0.113029258E+06, 0.111893584E+06, 0.110823672E+06, 0.109818894E+06, 0.108878659E+06, 0.108002415E+06, 0.107189646E+06, 0.106439876E+06, 0.105752662E+06, 0.105127602E+06, 0.104564328E+06, 0.104062509E+06, 0.103621850E+06, 0.103242092E+06, 0.102923011E+06, 0.102664422E+06, 0.102466170E+06, 0.102328140E+06, 0.102250251E+06, 0.102232457E+06, 0.102274747E+06, 0.102377147E+06, 0.102539716E+06, 0.102762550E+06, 0.103045780E+06, 0.103389573E+06, 0.103794130E+06, 0.104259690E+06, 0.104786525E+06, 0.105374946E+06, 0.106025298E+06, 0.106737964E+06, 0.107513362E+06, 0.108351949E+06, 0.109254217E+06, 0.110220695E+06, 0.111251954E+06, 0.112348597E+06, 0.113511271E+06, 0.114740658E+06, 0.116037481E+06, 0.117402501E+06, 0.118836522E+06, 0.120340386E+06, 0.121914977E+06, 0.123561221E+06, 0.125280084E+06, 0.127072577E+06, 0.128939754E+06, 0.130882712E+06, 0.132902593E+06, 0.135000584E+06, 0.137177917E+06, 0.139435874E+06, 0.141180454E+06,
 0.160000000E+02, 0.249503712E+06, 0.245411071E+06, 0.240074077E+06, 0.234878181E+06, 0.229820328E+06, 0.224897546E+06, 0.220106942E+06, 0.215445700E+06, 0.210911081E+06, 0.206500419E+06, 0.202211122E+06, 0.198040670E+06, 0.193986611E+06, 0.190046562E+06, 0.186218209E+06, 0.182499300E+06, 0.178887651E+06, 0.175381138E+06, 0.171977700E+06, 0.168675338E+06, 0.165472111E+06, 0.162366136E+06, 0.159355587E+06, 0.156438695E+06, 0.153613746E+06, 0.150879079E+06, 0.148233087E+06, 0.145674216E+06, 0.143200961E+06, 0.140811869E+06, 0.138505535E+06, 0.136280604E+06, 0.134135768E+06, 0.132069768E+06, 0.130081387E+06, 0.128169459E+06, 0.126332859E+06, 0.124570508E+06, 0.122881370E+06, 0.121264452E+06, 0.119718804E+06, 0.118243518E+06, 0.116837727E+06, 0.115500603E+06, 0.114231363E+06, 0.113029258E+06, 0.111893584E+06, 0.110823672E+06, 0.109818894E+06, 0.108878659E+06, 0.108002415E+06, 0.107189646E+06, 0.106439876E+06, 0.105752662E+06, 0.105127602E+06, 0.104564328E+06, 0.104062509E+06, 0.103621850E+06, 0.103242092E+06, 0.102923011E+06, 0.102664422E+06, 0.102466170E+06, 0.102328140E+06, 0.102250251E+06, 0.102232457E+06, 0.102274747E+06, 0.102377147E+06, 0.102539716E+06, 0.102762550E+06, 0.103045780E+06, 0.103389573E+06, 0.103794130E+06, 0.104259690E+06, 0.104786525E+06, 0.105374946E+06, 0.106025298E+06, 0.106737964E+06, 0.107513362E+06, 0.108351949E+06, 0.109254217E+06, 0.110220695E+06, 0.111251954E+06, 0.112348597E+06, 0.113511271E+06, 0.114740658E+06, 0.116037481E+06, 0.117402501E+06, 0.118836522E+06, 0.120340386E+06, 0.121914977E+06, 0.123561221E+06, 0.125280084E+06, 0.127072577E+06, 0.128939754E+06, 0.130882712E+06, 0.132902593E+06, 0.135000584E+06, 0.137177917E+06, 0.139435874E+06, 0.141180454E+06,
 0.170000000E+02, 0.249503712E+06, 0.245411071E+06, 0.240074077E+06, 0.234878181E+06, 0.229820328E+06, 0.224897546E+06, 0.220106942E+06, 0.215445700E+06, 0.210911081E+06, 0.206500419E+06, 0.202211122E+06, 0.198040670E+06, 0.193986611E+06, 0.190046562E+06, 0.186218209E+06, 0.182499300E+06, 0.178887651E+06, 0.175381138E+06, 0.171977700E+06, 0.168675338E+06, 0.165472111E+06, 0.162366136E+06, 0.159355587E+06, 0.156438695E+06, 0.153613746E+06, 0.150879079E+06, 0.148233087E+06, 0.145674216E+06, 0.143200961E+06, 0.140811869E+06, 0.138505535E+06, 0.136280604E+06, 0.134135768E+06, 0.132069768E+06, 0.130081387E+06, 0.128169459E+06, 0.126332859E+06, 0.124570508E+06, 0.122881370E+06, 0.121264452E+06, 0.119718804E+06, 0.118243518E+06, 0.116837727E+06, 0.115500603E+06, 0.114231363E+06, 0.113029258E+06, 0.111893584E+06, 0.110823672E+06, 0.109818894E+06, 0.108878659E+06, 0.108002415E+06, 0.107189646E+06, 0.106439876E+06, 0.105752662E+06, 0.105127602E+06, 0.104564328E+06, 0.104062509E+06, 0.103621850E+06, 0.103242092E+06, 0.102923011E+06, 0.102664422E+06, 0.102466170E+06, 0.102328140E+06, 0.102250251E+06, 0.102232457E+06, 0.102274747E+06, 0.102377147E+06, 0.102539716E+06, 0.102762550E+06, 0.103045780E+06, 0.103389573E+06, 0.103794130E+06, 0.104259690E+06, 0.104786525E+06, 0.105374946E+06, 0.106025298E+06, 0.106737964E+06, 0.107513362E+06, 0.108351949E+06, 0.109254217E+06, 0.110220695E+06, 0.111251954E+06, 0.112348597E+06, 0.113511271E+06, 0.114740658E+06, 0.116037481E+06, 0.117402501E+06, 0.118836522E+06, 0.120340386E+06, 0.121914977E+06, 0.123561221E+06, 0.125280084E+06, 0.127072577E+06, 0.128939754E+06, 0.130882712E+06, 0.132902593E+06, 0.135000584E+06, 0.137177917E+06, 0.139435874E+06, 0.141180454E+06,
 0.180000000E+02, 0.249503712E+06, 0.245411071E+06, 0.240074077E+06, 0.234878181E+06, 0.229820328E+06, 0.224897546E+06, 0.220106942E+06, 0.215445700E+06, 0.210911081E+06, 0.206500419E+06, 0.202211122E+06, 0.198040670E+06, 0.193986611E+06, 0.190046562E+06, 0.186218209E+06, 0.182499300E+06, 0.178887651E+06, 0.175381138E+06, 0.171977700E+06, 0.168675338E+06, 0.165472111E+06, 0.162366136E+06, 0.159355587E+06, 0.156438695E+06, 0.153613746E+06, 0.150879079E+06, 0.148233087E+06, 0.145674216E+06, 0.143200961E+06, 0.140811869E+06, 0.138505535E+06, 0.136280604E+06, 0.134135768E+06, 0.132069768E+06, 0.130081387E+06, 0.128169459E+06, 0.126332859E+06, 0.124570508E+06, 0.122881370E+06, 0.121264452E+06, 0.119718804E+06, 0.118243518E+06, 0.116837727E+06, 0.115500603E+06, 0.114231363E+06, 0.113029258E+06, 0.111893584E+06, 0.110823672E+06, 0.109818894E+06, 0.108878659E+06, 0.108002415E+06, 0.107189646E+06, 0.106439876E+06, 0.105752662E+06, 0.105127602E+06, 0.104564328E+06, 0.104062509E+06, 0.103621850E+06, 0.103242092E+06, 0.102923011E+06, 0.102664422E+06, 0.102466170E+06, 0.102328140E+06, 0.102250251E+06, 0.102232457E+06, 0.102274747E+06, 0.102377147E+06, 0.102539716E+06, 0.102762550E+06, 0.103045780E+06, 0.103389573E+06, 0.103794130E+06, 0.104259690E+06, 0.104786525E+06, 0.105374946E+06, 0.106025298E+06, 0.106737964E+06, 0.107513362E+06, 0.108351949E+06, 0.109254217E+06, 0.110220695E+06, 0.111251954E+06, 0.112348597E+06, 0.113511271E+06, 0.114740658E+06, 0.116037481E+06, 0.117402501E+06, 0.118836522E+06, 0.120340386E+06, 0.121914977E+06, 0.123561221E+06, 0.125280084E+06, 0.127072577E+06, 0.128939754E+06, 0.130882712E+06, 0.132902593E+06, 0.135000584E+06, 0.137177917E+06, 0.139435874E+06, 0.141180454E+06,
 0.190000000E+02, 0.249503712E+06, 0.245411071E+06, 0.240074077E+06, 0.234878181E+06, 0.229820328E+06, 0.224897546E+06, 0.220106942E+06, 0.215445700E+06, 0.210911081E+06, 0.206500419E+06, 0.202211122E+06, 0.198040670E+06, 0.193986611E+06, 0.190046562E+06, 0.186218209E+06, 0.182499300E+06, 0.178887651E+06, 0.175381138E+06, 0.171977700E+06, 0.168675338E+06, 0.165472111E+06, 0.162366136E+06, 0.159355587E+06, 0.156438695E+06, 0.153613746E+06, 0.150879079E+06, 0.148233087E+06, 0.145674216E+06, 0.143200961E+06, 0.140811869E+06, 0.138505535E+06, 0.136280604E+06, 0.134135768E+06, 0.132069768E+06, 0.130081387E+06, 0.128169459E+06, 0.126332859E+06, 0.124570508E+06, 0.122881370E+06, 0.121264452E+06, 0.119718804E+06, 0.118243518E+06, 0.116837727E+06, 0.115500603E+06, 0.114231363E+06, 0.113029258E+06, 0.111893584E+06, 0.110823672E+06, 0.109818894E+06, 0.108878659E+06, 0.108002415E+06, 0.107189646E+06, 0.106439876E+06, 0.105752662E+06, 0.105127602E+06, 0.104564328E+06, 0.104062509E+06, 0.103621850E+06, 0.103242092E+06, 0.102923011E+06, 0.102664422E+06, 0.102466170E+06, 0.102328140E+06, 0.102250251E+06, 0.102232457E+06, 0.102274747E+06, 0.102377147E+06, 0.102539716E+06, 0.102762550E+06, 0.103045780E+06, 0.103389573E+06, 0.103794130E+06, 0.104259690E+06, 0.104786525E+06, 0.105374946E+06, 0.106025298E+06, 0.106737964E+06, 0.107513362E+06, 0.108351949E+06, 0.109254217E+06, 0.110220695E+06, 0.111251954E+06, 0.112348597E+06, 0.113511271E+06, 0.114740658E+06, 0.116037481E+06, 0.117402501E+06, 0.118836522E+06, 0.120340386E+06, 0.121914977E+06, 0.123561221E+06, 0.125280084E+06, 0.127072577E+06, 0.128939754E+06, 0.130882712E+06, 0.132902593E+06, 0.135000584E+06, 0.137177917E+06, 0.139435874E+06, 0.141180454E+06,
 0.200000000E+02, 0.249503712E+06, 0.245411071E+06, 0.240074077E+06, 0.234878181E+06, 0.229820328E+06, 0.224897546E+06, 0.220106942E+06, 0.215445700E+06, 0.210911081E+06, 0.206500419E+06, 0.202211122E+06, 0.198040670E+06, 0.193986611E+06, 0.190046562E+06, 0.186218209E+06, 0.182499300E+06, 0.178887651E+06, 0.175381138E+06, 0.171977700E+06, 0.168675338E+06, 0.165472111E+06, 0.162366136E+06, 0.159355587E+06, 0.156438695E+06, 0.153613746E+06, 0.150879079E+06, 0.148233087E+06, 0.145674216E+06, 0.143200961E+06, 0.140811869E+06, 0.138505535E+06, 0.136280604E+06, 0.134135768E+06, 0.132069768E+06, 0.130081387E+06, 0.128169459E+06, 0.126332859E+06, 0.124570508E+06, 0.122881370E+06, 0.121264452E+06, 0.119718804E+06, 0.118243518E+06, 0.116837727E+06, 0.115500603E+06, 0.114231363E+06, 0.113029258E+06, 0.111893584E+06, 0.110823672E+06, 0.109818894E+06, 0.108878659E+06, 0.108002415E+06, 0.107189646E+06, 0.106439876E+06, 0.105752662E+06, 0.105127602E+06, 0.104564328E+06, 0.104062509E+06, 0.103621850E+06, 0.103242092E+06, 0.102923011E+06, 0.102664422E+06, 0.102466170E+06, 0.102328140E+06, 0.102250251E+06, 0.102232457E+06, 0.102274747E+06, 0.102377147E+06, 0.102539716E+06, 0.102762550E+06, 0.103045780E+06, 0.103389573E+06, 0.103794130E+06, 0.104259690E+06, 0.104786525E+06, 0.105374946E+06, 0.106025298E+06, 0.106737964E+06, 0.107513362E+06, 0.108351949E+06, 0.109254217E+06, 0.110220695E+06, 0.111251954E+06, 0.112348597E+06, 0.113511271E+06, 0.114740658E+06, 0.116037481E+06, 0.117402501E+06, 0.118836522E+06, 0.120340386E+06, 0.121914977E+06, 0.123561221E+06, 0.125280084E+06, 0.127072577E+06, 0.128939754E+06, 0.130882712E+06, 0.132902593E+06, 0.135000584E+06, 0.137177917E+06, 0.139435874E+06, 0.141180454E+06,
